id,date,product,category,quantity_sold,revenue,profit
CA-2017-140088,5/28/2017,Chairs,Furniture,2,301.96,33.2156
CA-2017-155558,10/26/2017,Accessories,Technology,1,19.99,6.7966
CA-2017-155558,10/26/2017,Labels,Office Supplies,2,6.16,2.9568
CA-2016-159695,4/5/2016,Storage,Office Supplies,7,158.368,13.8572
CA-2016-109806,9/17/2016,Art,Office Supplies,3,20.1,6.633
CA-2016-109806,9/17/2016,Phones,Technology,2,73.584,8.2782
CA-2016-109806,9/17/2016,Paper,Office Supplies,1,6.48,3.1104
CA-2015-149587,1/31/2015,Paper,Office Supplies,2,12.96,6.2208
CA-2015-149587,1/31/2015,Furnishings,Furniture,3,53.34,16.5354
CA-2015-149587,1/31/2015,Binders,Office Supplies,2,32.96,16.1504
US-2017-109484,11/6/2017,Binders,Office Supplies,1,5.682,-3.788
CA-2017-161018,11/9/2017,Furnishings,Furniture,7,96.53,40.5426
CA-2017-157833,6/17/2017,Binders,Office Supplies,3,51.312,17.9592
CA-2016-149223,9/6/2016,Appliances,Office Supplies,6,77.88,22.5852
CA-2016-158568,8/29/2016,Paper,Office Supplies,7,64.624,22.6184
CA-2016-158568,8/29/2016,Accessories,Technology,3,95.976,-10.7973
CA-2016-158568,8/29/2016,Binders,Office Supplies,3,1.788,-3.0396
CA-2016-129903,12/1/2016,Paper,Office Supplies,4,23.92,11.7208
US-2015-156867,11/13/2015,Accessories,Technology,6,238.896,-26.8758
US-2015-156867,11/13/2015,Furnishings,Furniture,3,102.36,-3.8385
US-2015-156867,11/13/2015,Binders,Office Supplies,3,36.882,-25.8174
CA-2017-119004,11/23/2017,Accessories,Technology,8,74.112,17.6016
CA-2017-119004,11/23/2017,Phones,Technology,1,27.992,2.0994
CA-2017-119004,11/23/2017,Art,Office Supplies,1,3.304,1.0738
CA-2015-129476,10/15/2015,Accessories,Technology,5,339.96,67.992
CA-2017-146780,12/25/2017,Furnishings,Furniture,2,41.96,10.9096
CA-2016-128867,11/3/2016,Art,Office Supplies,2,75.96,22.788
CA-2016-128867,11/3/2016,Binders,Office Supplies,6,27.24,13.3476
CA-2014-115259,8/25/2014,Fasteners,Office Supplies,14,40.096,14.5348
CA-2014-115259,8/25/2014,Envelopes,Office Supplies,2,4.72,1.652
CA-2014-115259,8/25/2014,Paper,Office Supplies,3,23.976,7.4925
CA-2014-115259,8/25/2014,Envelopes,Office Supplies,6,130.464,44.0316
CA-2015-110457,3/2/2015,Tables,Furniture,3,787.53,165.3813
US-2015-136476,4/5/2015,Binders,Office Supplies,1,157.794,-115.7156
CA-2016-103730,6/12/2016,Furnishings,Furniture,3,47.04,18.3456
CA-2016-103730,6/12/2016,Binders,Office Supplies,4,30.84,13.878
CA-2016-103730,6/12/2016,Storage,Office Supplies,6,226.56,63.4368
CA-2016-103730,6/12/2016,Envelopes,Office Supplies,9,115.02,51.759
CA-2016-103730,6/12/2016,Phones,Technology,7,68.04,19.7316
US-2014-152030,12/26/2014,Chairs,Furniture,3,600.558,-8.5794
US-2014-134614,9/20/2014,Tables,Furniture,6,617.7,-407.682
US-2017-107272,11/5/2017,Binders,Office Supplies,2,2.388,-1.8308
US-2017-107272,11/5/2017,Storage,Office Supplies,7,243.992,30.499
US-2016-125969,11/6/2016,Chairs,Furniture,2,81.424,-9.1602
US-2016-125969,11/6/2016,Furnishings,Furniture,3,238.56,26.2416
US-2017-164147,2/2/2017,Phones,Technology,5,59.97,-11.994
US-2017-164147,2/2/2017,Paper,Office Supplies,2,78.304,29.364
US-2017-164147,2/2/2017,Fasteners,Office Supplies,9,21.456,6.9732
CA-2016-145583,10/13/2016,Paper,Office Supplies,3,20.04,9.6192
CA-2016-145583,10/13/2016,Paper,Office Supplies,1,35.44,16.6568
CA-2016-145583,10/13/2016,Art,Office Supplies,4,11.52,3.456
CA-2016-145583,10/13/2016,Fasteners,Office Supplies,2,4.02,1.9698
CA-2016-145583,10/13/2016,Binders,Office Supplies,3,76.176,26.6616
CA-2016-145583,10/13/2016,Supplies,Office Supplies,6,65.88,18.4464
CA-2016-145583,10/13/2016,Furnishings,Furniture,14,43.12,20.6976
CA-2016-110366,9/5/2016,Furnishings,Furniture,2,82.8,10.35
CA-2017-106180,9/18/2017,Art,Office Supplies,3,8.82,2.3814
CA-2017-106180,9/18/2017,Envelopes,Office Supplies,3,10.86,5.1042
CA-2017-106180,9/18/2017,Paper,Office Supplies,3,143.7,68.976
CA-2017-155376,12/22/2017,Appliances,Office Supplies,3,839.43,218.2518
CA-2015-110744,9/7/2015,Storage,Office Supplies,7,671.93,20.1579
CA-2014-110072,10/22/2014,Furnishings,Furniture,4,93.888,12.9096
CA-2016-114489,12/5/2016,Phones,Technology,11,384.45,103.8015
CA-2016-114489,12/5/2016,Phones,Technology,3,149.97,5.9988
CA-2016-114489,12/5/2016,Chairs,Furniture,8,1951.84,585.552
CA-2016-114489,12/5/2016,Binders,Office Supplies,5,171.55,80.6285
CA-2016-158834,3/13/2016,Appliances,Office Supplies,5,157.92,17.766
CA-2016-158834,3/13/2016,Phones,Technology,2,203.184,15.2388
CA-2015-124919,5/31/2015,Paper,Office Supplies,7,58.38,26.271
CA-2015-124919,5/31/2015,Paper,Office Supplies,4,105.52,48.5392
CA-2015-124919,5/31/2015,Storage,Office Supplies,6,80.88,21.0288
CA-2015-118948,5/28/2015,Art,Office Supplies,3,6.63,1.7901
CA-2014-104269,3/1/2014,Chairs,Furniture,2,457.568,51.4764
CA-2016-114104,11/20/2016,Labels,Office Supplies,2,14.62,6.8714
CA-2016-114104,11/20/2016,Phones,Technology,7,944.93,236.2325
CA-2016-162733,5/11/2016,Paper,Office Supplies,1,5.98,2.691
CA-2015-119697,12/28/2015,Accessories,Technology,2,54.384,1.3596
CA-2016-154508,11/16/2016,Envelopes,Office Supplies,5,28.4,13.348
CA-2016-113817,11/7/2016,Binders,Office Supplies,2,27.68,9.688
CA-2014-139892,9/8/2014,Art,Office Supplies,3,9.936,2.7324
CA-2014-139892,9/8/2014,Machines,Technology,8,8159.952,-1359.992
CA-2014-139892,9/8/2014,Storage,Office Supplies,3,275.928,-58.6347
CA-2014-139892,9/8/2014,Chairs,Furniture,9,1740.06,-24.858
CA-2014-139892,9/8/2014,Art,Office Supplies,6,32.064,6.8136
CA-2014-139892,9/8/2014,Appliances,Office Supplies,5,177.98,-453.849
CA-2014-139892,9/8/2014,Phones,Technology,3,143.976,8.9985
CA-2014-118962,8/5/2014,Paper,Office Supplies,3,20.94,9.8418
CA-2014-118962,8/5/2014,Paper,Office Supplies,2,110.96,53.2608
CA-2014-118962,8/5/2014,Chairs,Furniture,7,340.144,21.259
US-2014-100853,9/14/2014,Appliances,Office Supplies,2,52.448,-131.12
US-2014-100853,9/14/2014,Labels,Office Supplies,4,20.16,6.552
US-2017-152366,4/21/2017,Appliances,Office Supplies,4,97.264,-243.16
US-2015-101511,11/21/2015,Chairs,Furniture,7,396.802,-11.3372
US-2015-101511,11/21/2015,Supplies,Office Supplies,5,15.88,-3.7715
CA-2015-137225,12/15/2015,Art,Office Supplies,1,3.28,1.4104
CA-2014-166191,12/5/2014,Storage,Office Supplies,2,24.816,1.8612
CA-2014-166191,12/5/2014,Accessories,Technology,7,408.744,76.6395
CA-2014-158274,11/19/2014,Phones,Technology,4,503.96,131.0296
CA-2014-158274,11/19/2014,Phones,Technology,5,149.95,41.986
CA-2014-158274,11/19/2014,Accessories,Technology,2,29.0,7.25
CA-2016-105018,11/28/2016,Binders,Office Supplies,2,7.16,3.4368
CA-2014-123260,8/26/2014,Accessories,Technology,8,176.8,22.984
CA-2016-157000,7/16/2016,Storage,Office Supplies,3,37.224,3.7224
CA-2016-157000,7/16/2016,Paper,Office Supplies,3,20.016,6.255
CA-2015-102281,10/12/2015,Bookcases,Furniture,4,899.136,112.392
CA-2015-102281,10/12/2015,Phones,Technology,6,71.76,20.0928
CA-2015-102281,10/12/2015,Paper,Office Supplies,8,51.84,24.8832
CA-2015-102281,10/12/2015,Bookcases,Furniture,3,626.352,46.9764
CA-2015-102281,10/12/2015,Art,Office Supplies,5,19.9,6.567
CA-2015-131457,10/31/2015,Envelopes,Office Supplies,7,14.28,6.7116
CA-2014-140004,3/21/2014,Art,Office Supplies,2,7.408,1.2038
CA-2014-140004,3/21/2014,Art,Office Supplies,3,6.048,1.5876
CA-2017-107720,11/6/2017,Storage,Office Supplies,3,46.26,12.0276
US-2017-124303,7/6/2017,Binders,Office Supplies,2,2.946,-2.2586
US-2017-124303,7/6/2017,Paper,Office Supplies,3,16.056,5.8203
CA-2017-105074,6/24/2017,Paper,Office Supplies,3,21.744,6.795
CA-2014-133690,8/3/2014,Tables,Furniture,2,218.75,-161.875
CA-2014-133690,8/3/2014,Appliances,Office Supplies,1,2.6,0.2925
US-2017-116701,12/17/2017,Appliances,Office Supplies,2,66.284,-178.9668
CA-2017-126382,6/3/2017,Furnishings,Furniture,7,35.168,9.6712
CA-2017-108329,12/9/2017,Phones,Technology,4,444.768,44.4768
CA-2017-135860,12/1/2017,Storage,Office Supplies,4,83.92,5.8744
CA-2017-135860,12/1/2017,Phones,Technology,2,131.98,35.6346
CA-2017-135860,12/1/2017,Binders,Office Supplies,4,15.92,7.4824
CA-2017-135860,12/1/2017,Fasteners,Office Supplies,9,52.29,16.2099
CA-2017-135860,12/1/2017,Storage,Office Supplies,1,91.99,3.6796
CA-2015-101007,2/9/2015,Accessories,Technology,2,20.8,6.5
CA-2015-146262,1/2/2015,Labels,Office Supplies,2,23.68,8.88
CA-2015-146262,1/2/2015,Bookcases,Furniture,5,452.45,-244.323
CA-2015-146262,1/2/2015,Phones,Technology,3,62.982,-14.6958
CA-2015-146262,1/2/2015,Machines,Technology,9,1188.0,-950.4
CA-2015-146262,1/2/2015,Accessories,Technology,2,89.584,4.4792
CA-2016-130162,10/28/2016,Storage,Office Supplies,6,93.06,26.0568
CA-2016-130162,10/28/2016,Phones,Technology,3,302.376,22.6782
CA-2015-169397,12/24/2015,Fasteners,Office Supplies,2,5.584,1.8148
CA-2015-169397,12/24/2015,Paper,Office Supplies,6,22.704,8.2302
CA-2015-169397,12/24/2015,Binders,Office Supplies,4,19.776,-13.8432
CA-2015-169397,12/24/2015,Furnishings,Furniture,4,72.704,19.0848
CA-2015-169397,12/24/2015,Machines,Technology,4,479.988,-383.9904
CA-2015-169397,12/24/2015,Art,Office Supplies,2,27.168,2.7168
CA-2015-163055,8/9/2015,Art,Office Supplies,1,2.2,0.968
CA-2015-163055,8/9/2015,Tables,Furniture,5,622.45,136.939
CA-2015-163055,8/9/2015,Storage,Office Supplies,1,21.98,0.2198
US-2015-145436,2/28/2015,Chairs,Furniture,2,161.568,-28.2744
US-2015-145436,2/28/2015,Chairs,Furniture,8,389.696,43.8408
US-2014-156216,9/13/2014,Binders,Office Supplies,7,18.648,-12.432
US-2017-100930,4/7/2017,Tables,Furniture,2,233.86,-102.048
US-2017-100930,4/7/2017,Tables,Furniture,3,620.6145,-248.2458
US-2017-100930,4/7/2017,Binders,Office Supplies,2,5.328,-3.552
US-2017-100930,4/7/2017,Furnishings,Furniture,3,258.072,0.0
US-2017-100930,4/7/2017,Accessories,Technology,3,617.976,-7.7247
CA-2017-160514,11/12/2017,Paper,Office Supplies,2,10.56,4.752
CA-2016-157749,6/4/2016,Paper,Office Supplies,5,25.92,9.396
CA-2016-157749,6/4/2016,Furnishings,Furniture,5,419.68,-356.728
CA-2016-157749,6/4/2016,Furnishings,Furniture,3,11.688,-4.6752
CA-2016-157749,6/4/2016,Phones,Technology,2,31.984,11.1944
CA-2016-157749,6/4/2016,Tables,Furniture,5,177.225,-120.513
CA-2016-157749,6/4/2016,Furnishings,Furniture,3,4.044,-2.8308
CA-2016-157749,6/4/2016,Art,Office Supplies,2,7.408,1.2038
CA-2014-131926,6/1/2014,Chairs,Furniture,7,2001.86,580.5394
CA-2014-131926,6/1/2014,Storage,Office Supplies,2,166.72,41.68
CA-2014-131926,6/1/2014,Paper,Office Supplies,6,47.88,23.94
CA-2014-131926,6/1/2014,Appliances,Office Supplies,5,1503.25,496.0725
CA-2014-131926,6/1/2014,Paper,Office Supplies,4,25.92,12.4416
CA-2016-154739,12/10/2016,Chairs,Furniture,2,321.568,28.1372
CA-2016-145625,9/11/2016,Paper,Office Supplies,1,7.61,3.5767
CA-2016-145625,9/11/2016,Accessories,Technology,13,3347.37,636.0003
CA-2016-146941,12/10/2016,Storage,Office Supplies,6,80.58,22.5624
CA-2016-146941,12/10/2016,Envelopes,Office Supplies,4,361.92,162.864
US-2015-159982,11/28/2015,Furnishings,Furniture,9,12.132,-8.4924
US-2015-159982,11/28/2015,Storage,Office Supplies,2,82.368,-19.5624
US-2015-159982,11/28/2015,Storage,Office Supplies,5,53.92,4.044
US-2015-159982,11/28/2015,Phones,Technology,6,647.904,56.6916
CA-2017-163139,12/1/2017,Accessories,Technology,3,20.37,6.9258
CA-2017-163139,12/1/2017,Storage,Office Supplies,3,221.55,6.6465
CA-2017-163139,12/1/2017,Binders,Office Supplies,5,17.52,6.132
US-2017-155299,6/8/2017,Appliances,Office Supplies,2,1.624,-4.466
US-2014-106992,9/19/2014,Machines,Technology,3,3059.982,-509.997
US-2014-106992,9/19/2014,Machines,Technology,7,2519.958,-251.9958
CA-2016-125318,6/6/2016,Phones,Technology,4,328.224,28.7196
CA-2015-155040,11/10/2015,Accessories,Technology,2,79.9,35.156
CA-2017-136826,6/16/2017,Art,Office Supplies,3,14.016,4.7304
CA-2016-111010,1/22/2016,Fasteners,Office Supplies,6,7.56,0.3024
US-2017-145366,12/9/2017,Storage,Office Supplies,1,37.208,-7.4416
US-2017-145366,12/9/2017,Envelopes,Office Supplies,3,57.576,21.591
CA-2017-163979,12/28/2017,Storage,Office Supplies,4,725.84,210.4936
CA-2015-155334,7/30/2015,Accessories,Technology,7,209.93,92.3692
CA-2015-155334,7/30/2015,Furnishings,Furniture,3,5.28,2.3232
CA-2015-155334,7/30/2015,Binders,Office Supplies,3,10.92,4.095
CA-2017-118136,9/16/2017,Paper,Office Supplies,2,8.82,4.0572
CA-2017-118136,9/16/2017,Art,Office Supplies,1,5.98,1.5548
CA-2017-132976,10/13/2017,Paper,Office Supplies,2,11.648,4.0768
CA-2017-132976,10/13/2017,Paper,Office Supplies,4,18.176,5.9072
CA-2017-132976,10/13/2017,Storage,Office Supplies,6,59.712,5.9712
CA-2017-132976,10/13/2017,Labels,Office Supplies,3,24.84,8.694
US-2015-161991,9/26/2015,Binders,Office Supplies,5,2.08,-3.432
US-2015-161991,9/26/2015,Phones,Technology,7,1114.4,376.11
CA-2015-130890,11/2/2015,Tables,Furniture,5,1038.84,51.942
CA-2015-130883,9/26/2015,Paper,Office Supplies,5,141.76,47.844
CA-2015-130883,9/26/2015,Accessories,Technology,5,239.8,47.96
CA-2015-130883,9/26/2015,Paper,Office Supplies,6,31.104,10.8864
CA-2016-112697,12/18/2016,Binders,Office Supplies,7,254.058,-169.372
CA-2016-112697,12/18/2016,Appliances,Office Supplies,2,194.528,24.316
CA-2016-112697,12/18/2016,Supplies,Office Supplies,5,961.48,-204.3145
CA-2016-110772,11/20/2016,Fasteners,Office Supplies,7,19.096,6.6836
CA-2016-110772,11/20/2016,Labels,Office Supplies,8,18.496,6.2424
CA-2016-110772,11/20/2016,Accessories,Technology,2,255.984,54.3966
CA-2016-110772,11/20/2016,Bookcases,Furniture,3,86.97,-48.7032
CA-2014-111451,12/26/2014,Furnishings,Furniture,8,300.416,78.8592
CA-2014-111451,12/26/2014,Chairs,Furniture,3,230.352,20.1558
CA-2014-111451,12/26/2014,Furnishings,Furniture,3,218.352,-24.5646
CA-2014-111451,12/26/2014,Binders,Office Supplies,5,78.6,-62.88
CA-2014-111451,12/26/2014,Fasteners,Office Supplies,3,27.552,9.2988
CA-2016-142545,10/28/2016,Paper,Office Supplies,5,32.4,15.552
CA-2016-142545,10/28/2016,Storage,Office Supplies,8,1082.48,10.8248
CA-2016-142545,10/28/2016,Paper,Office Supplies,3,56.91,27.3168
CA-2016-142545,10/28/2016,Furnishings,Furniture,4,77.6,38.024
CA-2016-142545,10/28/2016,Binders,Office Supplies,1,14.28,6.5688
US-2017-152380,11/19/2017,Tables,Furniture,3,219.075,-131.445
CA-2015-144253,5/4/2015,Furnishings,Furniture,2,26.8,12.864
CA-2014-130960,12/30/2014,Art,Office Supplies,3,9.84,2.8536
CA-2014-111003,6/1/2014,Binders,Office Supplies,3,45.48,20.9208
CA-2014-111003,6/1/2014,Art,Office Supplies,6,289.2,83.868
CA-2017-126774,4/15/2017,Art,Office Supplies,1,4.89,2.0049
CA-2016-142902,9/12/2016,Furnishings,Furniture,4,15.136,3.5948
CA-2016-142902,9/12/2016,Chairs,Furniture,2,466.768,52.5114
CA-2016-142902,9/12/2016,Furnishings,Furniture,1,15.232,1.7136
CA-2016-142902,9/12/2016,Labels,Office Supplies,3,6.264,2.0358
CA-2014-120887,9/27/2014,Furnishings,Furniture,3,87.54,37.6422
CA-2014-167850,8/9/2014,Phones,Technology,2,178.384,22.298
CA-2014-167850,8/9/2014,Paper,Office Supplies,3,15.552,5.4432
CA-2014-164259,12/28/2014,Art,Office Supplies,4,99.136,8.6744
CA-2014-164973,11/4/2014,Chairs,Furniture,1,135.882,24.1568
CA-2014-164973,11/4/2014,Machines,Technology,2,3991.98,1995.99
CA-2014-164973,11/4/2014,Phones,Technology,6,275.94,80.0226
CA-2014-164973,11/4/2014,Accessories,Technology,4,360.0,129.6
CA-2014-164973,11/4/2014,Storage,Office Supplies,1,43.57,13.071
CA-2014-156601,9/19/2014,Fasteners,Office Supplies,2,7.16,3.58
CA-2016-162138,4/23/2016,Binders,Office Supplies,6,251.52,81.744
CA-2016-162138,4/23/2016,Accessories,Technology,1,99.99,34.9965
CA-2017-153339,11/3/2017,Furnishings,Furniture,1,15.992,0.9995
US-2016-141544,8/30/2016,Phones,Technology,3,290.898,-67.8762
US-2016-141544,8/30/2016,Storage,Office Supplies,2,54.224,3.389
US-2016-141544,8/30/2016,Chairs,Furniture,4,786.744,-258.5016
US-2016-141544,8/30/2016,Labels,Office Supplies,10,100.24,33.831
US-2016-141544,8/30/2016,Binders,Office Supplies,6,37.764,-27.6936
US-2016-150147,4/25/2016,Phones,Technology,2,82.8,-20.7
US-2016-150147,4/25/2016,Binders,Office Supplies,2,20.724,-13.816
US-2016-150147,4/25/2016,Binders,Office Supplies,3,4.896,-3.4272
CA-2015-137946,9/1/2015,Binders,Office Supplies,1,4.752,1.6038
CA-2015-137946,9/1/2015,Copiers,Technology,2,959.984,335.9944
CA-2015-137946,9/1/2015,Binders,Office Supplies,4,14.368,4.49
CA-2014-129924,7/12/2014,Binders,Office Supplies,2,7.712,2.7956
CA-2014-129924,7/12/2014,Tables,Furniture,3,698.352,-17.4588
CA-2015-128167,6/22/2015,Fasteners,Office Supplies,4,4.96,2.3312
CA-2014-122336,4/13/2014,Art,Office Supplies,4,17.856,1.116
CA-2014-122336,4/13/2014,Binders,Office Supplies,10,509.97,-407.976
CA-2014-122336,4/13/2014,Fasteners,Office Supplies,13,30.992,10.0724
CA-2014-122336,4/13/2014,Phones,Technology,12,71.928,8.3916
US-2015-120712,12/20/2015,Storage,Office Supplies,4,88.8,-2.22
CA-2017-169901,6/15/2017,Phones,Technology,3,47.976,4.7976
CA-2017-134306,7/8/2017,Art,Office Supplies,3,7.56,3.0996
CA-2017-134306,7/8/2017,Paper,Office Supplies,2,24.56,11.5432
CA-2017-134306,7/8/2017,Art,Office Supplies,2,12.96,4.1472
CA-2016-129714,9/1/2016,Accessories,Technology,1,6.79,2.3086
CA-2016-129714,9/1/2016,Paper,Office Supplies,2,24.56,11.5432
CA-2016-129714,9/1/2016,Binders,Office Supplies,1,3.048,1.0668
CA-2016-129714,9/1/2016,Paper,Office Supplies,4,49.12,23.0864
CA-2016-129714,9/1/2016,Binders,Office Supplies,4,4355.168,1415.4296
CA-2016-138520,4/8/2016,Bookcases,Furniture,6,388.704,-4.8588
CA-2016-138520,4/8/2016,Envelopes,Office Supplies,2,8.26,3.7996
CA-2016-138520,4/8/2016,Art,Office Supplies,4,17.04,6.9864
CA-2016-138520,4/8/2016,Paper,Office Supplies,5,34.4,15.824
CA-2016-130001,4/23/2016,Paper,Office Supplies,5,36.24,11.325
CA-2017-155698,3/8/2017,Appliances,Office Supplies,8,647.84,168.4384
CA-2017-155698,3/8/2017,Labels,Office Supplies,2,20.7,9.936
CA-2017-144904,9/25/2017,Labels,Office Supplies,2,20.7,9.936
CA-2017-144904,9/25/2017,Chairs,Furniture,3,488.646,86.8704
CA-2017-144904,9/25/2017,Art,Office Supplies,2,5.56,1.4456
CA-2017-144904,9/25/2017,Furnishings,Furniture,8,47.12,20.7328
CA-2014-123344,9/24/2014,Storage,Office Supplies,4,211.96,8.4784
CA-2016-155516,10/21/2016,Binders,Office Supplies,4,23.2,10.44
CA-2016-155516,10/21/2016,Supplies,Office Supplies,2,7.36,0.1472
CA-2016-155516,10/21/2016,Storage,Office Supplies,7,104.79,29.3412
CA-2016-155516,10/21/2016,Bookcases,Furniture,4,1043.92,271.4192
CA-2017-104745,5/29/2017,Paper,Office Supplies,5,25.92,9.396
CA-2017-104745,5/29/2017,Storage,Office Supplies,3,53.424,4.6746
US-2014-119137,7/23/2014,Binders,Office Supplies,5,8.16,-5.712
US-2014-119137,7/23/2014,Accessories,Technology,8,1023.936,179.1888
